Unique_Identifier,Collection_Name,ISO_Code,Painting_Title,Painting_Description,Date_Painted_Start,Date_Painted_End,Artist_Name_INPUT,Artist_Dates_INPUT,Category,Tags,Painting_Title_Capitals
TWW0000003582,Duke of Northumberland,ENG,"The Black Gate, Newcastle Upon Tyne",This watercolour is one of twenty-five bound together in one portfolio.,1852,1852,John Wykeham Archer,1806-1864,Buildings & Architecture,"residential buildings,people,trade,roads,social life","The Black Gate, Newcastle Upon Tyne"
TWW0000003583,Duke of Northumberland,ENG,"The Fox and Lamb Inn and Pack Horse, Pilgrim Street, Newcastle Upon Tyne",This watercolour is one of twenty-five bound together in one portfolio.,1855,1855,John Wykeham Archer,1806-1864,Buildings & Architecture,"pubs,residential buildings,people,social life,trade,roads,public spaces","The Fox Lamb Inn Pack Horse, Pilgrim Street, Newcastle Upon Tyne"
TWW0000003584,Duke of Northumberland,ENG,"The Chancel Arch in St. Gregory's Church, Kirk Newton",This watercolour is one of twenty-five bound together in one portfolio.,1856,1856,John Wykeham Archer,1806-1864,Buildings & Architecture,"religious buildings,religion,interiors","The Chancel Arch St. Gregory's Church, Kirk Newton"
TWW0000001387,Bristol Museum & Art Gallery,ENG,"St. James's Church, from the South-west",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"religious buildings,architecture","St. James's Church, South-west"
TWW0000001388,Bristol Museum & Art Gallery,ENG,West End of St. James's,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,religious buildings,West End St. James's
TWW0000001389,Bristol Museum & Art Gallery,ENG,"Old Houses in Lewin's Mead, showing the 'Adam and Eve'",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"townscapes,residential buildings,roads","Old Houses Lewin's Mead, 'Adam Eve'"
TWW0000001390,Bristol Museum & Art Gallery,ENG,Old House in Lewin's Mead,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"townscapes,residential buildings",Old House Lewin's Mead
TWW0000001391,Bristol Museum & Art Gallery,ENG,Old Window in Black or Dominican Friars,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"buildings,architecture",Old Window Black Dominican Friars
TWW0000001392,Bristol Museum & Art Gallery,ENG,Old Houses near Bridewell Bridge,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"townscapes,residential buildings,rivers,bridges",Old Houses Bridewell Bridge
TWW0000001393,Bristol Museum & Art Gallery,ENG,Whitson Court,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"domestic life,residential buildings,townscapes,industries,professions",Whitson Court
TWW0000001394,Bristol Museum & Art Gallery,ENG,"Entrance to Young's Warehouse, Lewin's Mead",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"industries,manufacturing","Entrance Young's Warehouse, Lewin's Mead"
TWW0000001395,Bristol Museum & Art Gallery,ENG,Houses in Lewin's Mead,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"roads,residential buildings,public spaces",Houses Lewin's Mead
TWW0000001396,Bristol Museum & Art Gallery,ENG,Houses in Lewin's Mead,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"roads,residential buildings,public spaces",Houses Lewin's Mead
TWW0000001397,Bristol Museum & Art Gallery,ENG,"The Black, or Dominican, Friars, Merchant Street",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"religious buildings,domestic life,townscapes,architecture","The Black, Dominican, Friars, Merchant Street"
TWW0000001398,Bristol Museum & Art Gallery,ENG,"The Black, or Dominican, Friars, Merchant Street",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"domestic life,residential buildings,townscapes,architecture","The Black, Dominican, Friars, Merchant Street"
TWW0000001399,Bristol Museum & Art Gallery,ENG,"The Black, or Dominican, Friars, Merchant Street",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"domestic life,residential buildings,townscapes,architecture","The Black, Dominican, Friars, Merchant Street"
TWW0000001400,Bristol Museum & Art Gallery,ENG,"The Black, or Dominican, Friars, Merchant Street",,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"religious buildings,domestic life,townscapes,architecture","The Black, Dominican, Friars, Merchant Street"
TWW0000026037,Private Collection,ENG,"Dell Quay, Chichester",,1934,1934,Charles Dixon,1872-1934,Travel & Transport,"boats,rivers,buildings","Dell Quay, Chichester"
TWW0000026040,Private Collection,ENG,The Pub - Itchenor,,1932,1932,Charles Dixon,1872-1934,Buildings & Architecture,"pubs,roads,public spaces,social life",The Pub - Itchenor
TWW0000026041,Private Collection,ENG,Gardens of Sallust,,1830,1830,Charles Douglas-Compton,1816-1877,Landscapes & Seascapes,"gardens,parks,buildings",Gardens Sallust
TWW0000026042,Private Collection,ENG,"Rhaiadyr Du, near Tan-y Bulch [sic] , Merionethshire",,1801,1900,Charles Frederick Buckley,1812-1869,Landscapes & Seascapes,"waterfalls,forests","Rhaiadyr Du, Tan-y Bulch [sic] , Merionethshire"
TWW0000026045,Private Collection,ENG,The Thames from Richmond Hill,,1801,1900,Charles Smith Varley,1811-1888,Landscapes & Seascapes,"rivers,landscapes,parks",The Thames Richmond Hill
TWW0000026046,Private Collection,ENG,Peasant women in Orvieto,,1811,1890,Charles West Cope,1811-1890,People & Society,"social life,fashion",Peasant Orvieto
TWW0000026047,Private Collection,ENG,Peasant women in Rome,,1811,1890,Charles West Cope,1811-1890,People & Society,"social life,fashion",Peasant Rome
TWW0000026048,Private Collection,ENG,Women of Majorca,,1811,1890,Charles West Cope,1811-1890,People & Society,fashion,Women Majorca
TWW0000007323,Michael Graham-Stewart,ENG,On the Streets of Lima,,1820,1820,Peruvian School,,People & Society,"social life,public spaces",On Streets Lima
TWW0000007324,Michael Graham-Stewart,ENG,Killigrant,,1776,1824,Richard Browne,1776-1824,People & Society,"domestic life,social life",Killigrant
TWW0000007325,Michael Graham-Stewart,ENG,"The Homestead, Savu Bay, Fiji",,1870,1870,Samuel Thomas Gill,1818-1880,People & Society,"domestic life,gardens,encampments,residential buildings,roads,rivers,landscapes,fields","The Homestead, Savu Bay, Fiji"
TWW0000007326,Michael Graham-Stewart,ENG,"Racehorse with jockey up and groom, Calcutta",,1830,1850,Shaikh Muhammad Amir of Karraya,fl.1830-1850,People & Society,"sport,parks,landscapes,people,mammals,fauna",Racehorse Calcutta
TWW0000007327,Michael Graham-Stewart,ENG,"Ravine and River at St. Denis, Bourbon",T. Bradshaw was Auditor-General of Mauritius.,1814,1814,T. Bradshaw,b.1767,Landscapes & Seascapes,"valleys,mountains,residential buildings,buildings,architecture,fields,gardens","Ravine River St. Denis, Bourbon"
TWW0000007328,Michael Graham-Stewart,ENG,Chasing a Slaving Dhow near Zanzibar,,1876,1877,The Revd. Robert Ross-Lewin,fl.1877,Travel & Transport,"military,people,social life,coasts,beaches,forests,landscapes,seascapes,historical events,trade,industries",Chasing Slaving Dhow Zanzibar
TWW0000007329,Michael Graham-Stewart,ENG,"Native woman, Sierra Leone",,1820,1875,Thomas Baines,1820-1875,People & Society,domestic life,Native Sierra Leone
TWW0000007330,Michael Graham-Stewart,ENG,Tapuae,,1900,1900,Thomas Ryan,1864-1927,People & Society,social life,Tapuae
TWW0000007331,Michael Graham-Stewart,ENG,"City of Acheen, North West Coast of Sumatra",,1829,1829,William Alexander Willis,fl.1811-1844,Buildings & Architecture,"encampments,store houses,residential buildings,forests,landscapes,people,trade,industries","City Acheen, North West Coast Sumatra"
TWW0000007332,Michael Graham-Stewart,ENG,Solomon Islands,,1901,1901,William Twizell Wawn,1837-1901,People & Society,"boats,travel,transport,beaches,residential buildings,buildings,architecture",Solomon Islands
TWW0000007333,Minneapolis Institute of Art,ENG,View of Windsor from the River,,1810,1837,Alfred Gomersal Vickers,1810-1837,Landscapes & Seascapes,"rivers,people,townscapes,castles,boats",View Windsor River
TWW0000007334,Minneapolis Institute of Art,ENG,A Bedfordshire Farmyard,,1847,1920,Alfred William Parsons,1847-1920,Landscapes & Seascapes,"fields,farms,trees",A Bedfordshire Farmyard
TWW0000007335,Minneapolis Institute of Art,ENG,Sketchbook: Derbyshire and Sussex,,1834,1834,George Harley,1775-1851,Buildings & Architecture,"religious buildings,landscapes,trees",Sketchbook: Derbyshire Sussex
TWW0000007336,Minneapolis Institute of Art,ENG,Interior of a Roman Edifice with Visitors,,1748,1817,Carlo Labruzzi,1748-1817,Buildings & Architecture,ruins,Interior Roman Edifice Visitors
TWW0000003431,Duke of Northumberland,ENG,Hulne Abbey,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1772,1778,John Bell,,Buildings & Architecture,"religious buildings,ruins",Hulne Abbey
TWW0000003432,Duke of Northumberland,ENG,"West View of Edlingham Castle, in Northumberland",This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1774,1774,John Bell,,Buildings & Architecture,"castles,ruins","West View Edlingham Castle, Northumberland"
TWW0000003433,Duke of Northumberland,ENG,"North-East View of Edlingham Castle, in Northumberland",This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1772,1778,John Bell,,Buildings & Architecture,"castles,ruins","North-East View Edlingham Castle, Northumberland"
TWW0000003434,Duke of Northumberland,ENG,"The South Side of Percy's Cross on Hedgley Moor, Northumberland",This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1774,1774,John Bell,,Buildings & Architecture,"monuments,landscapes,hills","The South Side Percy's Cross Hedgley Moor, Northumberland"
TWW0000003435,Duke of Northumberland,ENG,North View of Warkworth Castle,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1771,1771,John Bell,,Buildings & Architecture,castles,North View Warkworth Castle
TWW0000003436,Duke of Northumberland,ENG,West View of Warkworth Castle from the River Coquet,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1773,1773,John Bell,,Buildings & Architecture,"castles,rivers",West View Warkworth Castle River Coquet
TWW0000003437,Duke of Northumberland,ENG,South View of Warkworth Castle,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1771,1771,John Bell,,Buildings & Architecture,castles,South View Warkworth Castle
TWW0000003438,Duke of Northumberland,ENG,Warkworth Castle and part of the Town Seen from the River,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1772,1778,John Bell,,Buildings & Architecture,"castles,towers,rivers",Warkworth Castle Town Seen River
TWW0000003439,Duke of Northumberland,ENG,Warkworth Mill,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1773,1773,John Bell,,Buildings & Architecture,"mills,rivers",Warkworth Mill
TWW0000003440,Duke of Northumberland,ENG,"A North View of Warkworth Castle, taken Between Warkworth and Birling",This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1773,1773,John Bell,,Buildings & Architecture,"castles,roads,travel","A North View Warkworth Castle, Between Warkworth Birling"
TWW0000003441,Duke of Northumberland,ENG,Dunstanburgh Castle,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1772,1778,John Bell,,Buildings & Architecture,"castles,ruins",Dunstanburgh Castle
TWW0000003442,Duke of Northumberland,ENG,Dunstanburgh Castle,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1772,1778,John Bell,,Buildings & Architecture,"castles,ruins,towers",Dunstanburgh Castle
TWW0000003443,Duke of Northumberland,ENG,Dunstanburgh Castle,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1772,1778,John Bell,,Buildings & Architecture,"castles,ruins,coasts,ships",Dunstanburgh Castle
TWW0000003444,Duke of Northumberland,ENG,A North View of the Principal Front of Chillingham Castle in Northumberland,This watercolour is one of 88 pasted together into a bound volume - Volume Record Number 03397.,1775,1775,John Bell,,Buildings & Architecture,castles,A North View Principal Front Chillingham Castle Northumberland
TWW0000009143,Peabody Essex Museum : Customs and Conditions of Chinese City Streets in the 19th Century,ENG,A Bird Peddler,From the Album: 'Customs and Conditions of Chinese City Streets in the 19th Century'.,1790,1790,Pu Qua,,Industries & Professions,"people,professions,trade,birds,hunting",A Bird Peddler
TWW0000009144,Peabody Essex Museum : Customs and Conditions of Chinese City Streets in the 19th Century,ENG,A Vegetable Peddler,From the Album: 'Customs and Conditions of Chinese City Streets in the 19th Century'.,1790,1790,Pu Qua,,Industries & Professions,"people,professions,trade,food",A Vegetable Peddler
TWW0000009145,Peabody Essex Museum : Customs and Conditions of Chinese City Streets in the 19th Century,ENG,A Penitent Buddhist Monk,From the Album: 'Customs and Conditions of Chinese City Streets in the 19th Century'.,1790,1790,Pu Qua,,Industries & Professions,"people,religious figures",A Penitent Buddhist Monk
TWW0000009146,Peabody Essex Museum : Customs and Conditions of Chinese City Streets in the 19th Century,ENG,A Snake Venom Peddler,From the Album: 'Customs and Conditions of Chinese City Streets in the 19th Century'.,1790,1790,Pu Qua,,Industries & Professions,"people,professions,trade,death,snakes",A Snake Venom Peddler
TWW0000009147,Penlee House Gallery & Museum,ENG,View Towards Causewayhead (from the Greenmarket),,1801,1900,Charles Andrew Eva,1867-1945,Buildings & Architecture,"people,social life,horse-drawn",View Towards Causewayhead (from Greenmarket)
TWW0000009148,Penlee House Gallery & Museum,ENG,"Old Almshouses, Lower Market Jew Street, Penzance",,1893,1893,Charles Andrew Eva,1867-1945,Buildings & Architecture,"architecture,townscapes,social life,people","Old Almshouses, Lower Market Jew Street, Penzance"
TWW0000009149,Penlee House Gallery & Museum,ENG,St. Michael's Mount,,1866,1866,Charles Edward Brittan Snr.,1837-1888,Buildings & Architecture,"cliffs,coasts,bays,hills,religious buildings,boats",St. Michael's Mount
TWW0000009150,Penlee House Gallery & Museum,ENG,Boleigh Farm,,1901,2000,Eleanor Hughes,1882-1959,Buildings & Architecture,"residential buildings,farms,huts,trees",Boleigh Farm
TWW0000009151,Penlee House Gallery & Museum,ENG,Boleigh Farm,,1901,2000,Eleanor Hughes,1882-1959,Buildings & Architecture,"residential buildings,farms,huts,trees",Boleigh Farm
TWW0000009153,Penlee House Gallery & Museum,ENG,Fisherman threading cork floats,"Fisherman threading cork floats, blue clothes, lamp on wall.",1801,1900,Frederick James McNamara Evans,1859-1929,Industries & Professions,"people,social life,fishing,portraits",Fisherman
TWW0000009154,Penlee House Gallery & Museum,ENG,Fisherman threading cork floats,"Fisherman threading cork floats, wearing a white top and red scarf, picture on wall.",1801,1900,Frederick James McNamara Evans,1859-1929,Industries & Professions,"people,social life,fishing,portraits",Fisherman
TWW0000009155,Penlee House Gallery & Museum,ENG,Fisherman mending nets,"Fisherman mending nets, sitting on an open-backed chair against light background, with a drawing on the wall at left-hand side.",1801,1900,Frederick James McNamara Evans,1859-1929,Industries & Professions,"people,social life,fishing,portraits",Fisherman
TWW0000009156,Penlee House Gallery & Museum,ENG,Fisherman with notebook,"Fisherman with notebook, sitting on an open-backed chair, light background with picture on wall on right side.",1801,1900,Frederick James McNamara Evans,1859-1929,Industries & Professions,"people,social life,fishing,portraits",Fisherman
TWW0000008145,Museum of New Zealand Te Papa Tongarewa,ENG,View of Stourhead,,1780,1780,Sir Richard Colt Hoare,1758-1838,Buildings & Architecture,"bridges,rivers,townscapes,public spaces",View Stourhead
TWW0000008146,Museum of New Zealand Te Papa Tongarewa,ENG,Millhouse,,1900,1900,Sophy S. Warren,fl.1865-1893,Buildings & Architecture,"mills,rivers,forests",Millhouse
TWW0000008147,Museum of New Zealand Te Papa Tongarewa,ENG,Mountain road,,1796,1796,Thomas Barker,1769-1847,Landscapes & Seascapes,"mountains,valleys,roads",Mountain
TWW0000008148,Museum of New Zealand Te Papa Tongarewa,ENG,Bamborough,,1884,1884,Thomas Bush Hardy,1842-1897,Landscapes & Seascapes,"buildings,religious buildings,townscapes,beaches,landscapes",Bamborough
TWW0000005097,Guy Peppiatt Fine Art,ENG,Chelsea Church from Battersea,,1794,1859,James Stark,1794-1859,Landscapes & Seascapes,"religious buildings,rivers,boats,trees",Chelsea Church Battersea
